"idx","review_id","review_date","rating","review_text","reviewer_hash","app_version","thumbs_up","developer_reply","reply_date","아이_학습후_성장경험_부족","부모_체계적_금융학습_확인_부족","돈이_학습행동의_동기가_된_경험","돈보상의_아쉬움_또는_부작용","아이의_학습_지속_흥미_이용의욕","부모의_금전적_보상부담","참고_학습효과_긍정_언급","학습흥미_방향","P2_근거강도","대표_페인포인트","근거가_되는_리뷰_원문","분류_이유"
"492","22e326e9-45cc-4cac-827a-5cd504d2f0ae","2023-08-11","5","아이들에게 제명의카드를 주기도그렇고 현금주기도 불안했는데 아이들 본인이름적힌카드라 소중히챙기고 무엇보다 생각지못한 기능들 웹연동이 잘되어있어서 넘×100 만족합니다. 애들이 본인폰으로 확인도되니까 절약도하려고하고 형제끼리 서로 아껴쓸려고 경쟁도되고 부모들이 용돈보상도 쉽게할수있어 여러모로 만족합니다. 애들 용돈벌이 퀴즈도있는데 아쉬운점은 좀더 다양하고 유익했으면합니다. 그리고 티머니 교통카드 기능짱! 이것땜에 울큰애 혼자 대중교통타기 도전해서 지금도 잘타고다닙니다! 굿굿👍지인.아이친구들 추천많이했답니다! 앞으로 더더 기능들이 발전될거라 기대중입니다.","daec2f1d13af","23.8.0","18","","","0","1","0","0","0","0","1","","간접","부모_체계적_금융학습_확인_부족","애들 용돈벌이 퀴즈도있는데 아쉬운점은 좀더 다양하고 유익했으면합니다","학습 콘텐츠의 다양성·유익성이 부족하다는 지적."
"493","cf61b446-44f0-4eae-9425-21b3d7cd8f3a","2023-08-11","5","너무좋아요!! 😍😍 용돈이없어는데 이 퍼핀카드 하나만있어도 용돈걱정은없께네요!! 하루마다 미션을할수있서서 너무좋고 미션 하나하나가 공부가돼서좋아요 무제하나당 무려60원!!! 😳 그리고 퍼핀카드가있어서 편리해요! 어디 선지쓸수있는 퍼핀카드!!💯💯💯 이건꼭신청해야돼겠네요 !! 그리고또 좋은점은 이퍼핀카드로 장남가도 먹을거 다살수있어요!!그러니까 다좋아요!💯😍😍","f71ef74e5994","23.8.0","8","","","0","0","1","0","0","0","1","","","돈이_학습행동의_동기가_된_경험","… 퍼핀카드 하나만있어도 용돈걱정은없께네요!! 하루마다 미션을할수있서서 너무좋고 미션 하나하나가 공부가돼서좋아요 무제하나당 무려60원!!! 😳 그리고 퍼핀카드가있어…","퀴즈·문제풀이와 금전 보상을 연결지어 긍정적으로 서술 — 보상이 학습 행동의 이유로 제시됨."
"494","7c256112-a943-43b6-a3ca-f4488165a9ec","2023-08-10","5","너무좋고 편해요!","f4de5aba45f9","23.8.0","1","","","0","0","0","0","0","0","0","","","","","6개 항목 어디에도 해당하지 않음 (기능 요청·오류 신고·단순 만족 표현 등)."
"495","787ddcc8-f415-4e4a-8ab4-05d6a9fc1375","2023-08-10","5","참 좋고 아이가 좋아하네요. 잘 관리 할수 있도록 도와주는 앱인거 같습니다.","c38609a5a224","23.7.1","1","","","0","0","0","0","0","0","0","","","","","6개 항목 어디에도 해당하지 않음 (기능 요청·오류 신고·단순 만족 표현 등)."
"496","fe1da56f-0495-4670-8467-313668b3f203","2023-08-10","5","용돈을 앱으로 주고, 아이가 용돈을 사용할때마다 내역이 알림으로 오니 좋네요. 그리고 아이도 현금으로 용돈을 사용할때보다 카드를 쓰니 잔액이 한눈에 보여, 용돈을 더 아껴쓰게 된다고 합니다.","5c62aaefcf00","23.8.0","0","","","0","0","0","0","0","0","1","","","","용돈을 앱으로 주고, 아이가 용돈을 사용할때마다 내역이 알림으로 오니 좋네요. 그리고 아이도 현금으로 용돈을 사용할때보다 카드를 쓰니 잔액이 한눈에 보여, 용돈을…","아이가 경제·금융 지식을 실제로 익혔다는 경험 기반 서술 (핵심 페인포인트에 대한 반증 자료)."
"497","8da9e268-7662-4272-ac0e-417b90cb4f06","2023-08-10","5","퍼핀카드,교통카드 너무좋아요 바로 결제도 되서 편하고 교통카드도 한번에되고~ 용돈기입장 역활도 함께되요 특히 용돈 퀴즈 재미가 솔솔~~~~ 추천합니다 많이많이 쓰세요~^^","7c813d1c3d93","23.8.0","4","","","0","0","0","0","1","0","0","긍정","","아이의_학습_지속_흥미_이용의욕","…번에되고~ 용돈기입장 역활도 함께되요 특히 용돈 퀴즈 재미가 솔솔~~~~ 추천합니다 많이많이 쓰세요~^^","아이의 학습(퀴즈·투자체험) 흥미·지속·의욕을 언급 (긍정)."
"498","9d8bcbb2-e3c2-44a5-85ea-e697a05c06e2","2023-08-10","5","아이가 너무 좋아해요^^ 공부도 되고 용돈도 벌고 행복해 하내요~","ca954dff0c05","23.8.0","0","","","0","0","1","0","1","0","1","긍정","","돈이_학습행동의_동기가_된_경험","아이가 너무 좋아해요^^ 공부도 되고 용돈도 벌고 행복해 하내요~","퀴즈·문제풀이와 금전 보상을 연결지어 긍정적으로 서술 — 보상이 학습 행동의 이유로 제시됨."
"499","25648916-970b-437e-b525-cb9995058e63","2023-08-10","5","초3아이 기프티콘으로 용돈주다가 이거쓰니 훨씬 편하고 좋네요~","653639cb5b40","23.8.0","0","","","0","0","0","0","0","0","0","","","","","6개 항목 어디에도 해당하지 않음 (기능 요청·오류 신고·단순 만족 표현 등)."
"500","558ce60a-a059-46c8-847a-a779109f4e7d","2023-08-10","5","용돈관리 할수있어서 좋음","6a73d3a5482e","23.8.0","1","","","0","0","0","0","0","0","0","","","","","6개 항목 어디에도 해당하지 않음 (기능 요청·오류 신고·단순 만족 표현 등)."
"501","1d856b52-3e9a-4c18-a8c0-77d4390fd286","2023-08-10","5","초3 아이 첫카드로 만들어줬는데 매일 퀴즈도 재미있게 풀고 용돈관리도 스스로 하며 너무 즐거워하네요","e834e325f1f4","23.8.0","4","","","0","0","0","0","1","0","0","긍정","","아이의_학습_지속_흥미_이용의욕","초3 아이 첫카드로 만들어줬는데 매일 퀴즈도 재미있게 풀고 용돈관리도 스스로 하며 너무 즐거워하네요","아이의 학습(퀴즈·투자체험) 흥미·지속·의욕을 언급 (긍정)."
"502","eb0d805f-7b69-469e-81f1-12d4a8a1b3f9","2023-08-10","5","아이가 이제 커서 용돈을 정기적으로주기도하고 배고플때 모사먹으라고 바로만들어주고 주위 엄마들한테도 추천해서 몇만들었네요","caba7027645b","23.8.0","0","","","0","0","0","0","0","0","0","","","","","6개 항목 어디에도 해당하지 않음 (기능 요청·오류 신고·단순 만족 표현 등)."
"503","9605cd76-0ad8-451d-8181-bb2d1b35854f","2023-08-10","5","만족도 최상","39b501874557","23.8.0","1","","","0","0","0","0","0","0","0","","","","","6개 항목 어디에도 해당하지 않음 (기능 요청·오류 신고·단순 만족 표현 등)."
"504","fcdb26e9-4668-4752-8042-ec424735ae6b","2023-08-10","5","부모가 아이와함께 용돈 관리를 할수있어서 좋네요","19ae13d14145","23.7.1","1","","","0","0","0","0","0","0","0","","","","","6개 항목 어디에도 해당하지 않음 (기능 요청·오류 신고·단순 만족 표현 등)."
"505","9f9c0ec3-6c95-4e5d-bdea-f99b994aa215","2023-08-10","5","정말좋아요 감추","ee07a7d1cf18","23.8.0","1","","","0","0","0","0","0","0","0","","","","","6개 항목 어디에도 해당하지 않음 (기능 요청·오류 신고·단순 만족 표현 등)."
"506","27169f35-f628-45e0-a317-f2992d6dacad","2023-08-10","5","카드가 와서 너무 좋아요!!","51cc98aa4131","23.8.0","2","","","0","0","0","0","0","0","0","","","","","6개 항목 어디에도 해당하지 않음 (기능 요청·오류 신고·단순 만족 표현 등)."
"507","9a4c0f9c-35d5-4f12-b591-dbd113a13bae","2023-08-10","4","제 카드가 생겨서 너무 좋아요. 용돈도 매달 받고, 문제 풀어서 추가용돈까지 받을 수 있어서 매일매일 아침이 기다려져요. 다만 아쉬운 점은 나도 폰으로 계산 하고 싶은데 안 되는 가게가 있어서 이제는 카드를 꼭 챙겨다녀요","c4763e8a37f3","23.8.0","0","","","0","0","1","0","1","0","0","긍정","","돈이_학습행동의_동기가_된_경험","제 카드가 생겨서 너무 좋아요. 용돈도 매달 받고, 문제 풀어서 추가용돈까지 받을 수 있어서 매일매일 아침이 기다려져요. 다만 아쉬운 점은 나도 폰으로 계산 하고…","퀴즈·문제풀이와 금전 보상을 연결지어 긍정적으로 서술 — 보상이 학습 행동의 이유로 제시됨."
"508","3fcd046e-e5d2-4c64-ad20-841893ca66de","2023-08-10","5","아이가 혼자서 카드를 사용하면서 경제관념을 익히고 자기 용돈관리를 하게 되니, 제가 원하던 방향으로 성장해가는 것같아 좋습니다. 앱을 통해 많은 도움 받았어요 ^^","978d45f144cf","23.8.0","3","","","0","0","0","0","0","0","1","","","","아이가 혼자서 카드를 사용하면서 경제관념을 익히고 자기 용돈관리를 하게 되니, 제가 원하던 방향으로 성장해가는 것같아 좋습니다. 앱을 통해 많은 도움 받았어요 ^…","아이가 경제·금융 지식을 실제로 익혔다는 경험 기반 서술 (핵심 페인포인트에 대한 반증 자료)."
"509","b142ef18-f6c1-47e4-a309-5c52b731340c","2023-08-10","5","부모님과 용돈 사용 내역을 공유할 수 있어서 좋고 추가로 용돈을 더 받을 수도 있어요!","d2728df07e28","23.8.0","1","","","0","0","0","0","0","0","0","","","","","6개 항목 어디에도 해당하지 않음 (기능 요청·오류 신고·단순 만족 표현 등)."
"510","c428bf28-2c02-466d-bc3d-ee8baa216132","2023-08-10","5","초3 아이 용돈카드로 몇가지 고민하다가 퍼핀으로 만들어줬어요. 요즘 무인 가게가 많아서 잘 사용 중입니다. 카드 만들어놓길 잘했어요.","d8d41f0c68c7","23.8.0","1","","","0","0","0","0","0","0","0","","","","","6개 항목 어디에도 해당하지 않음 (기능 요청·오류 신고·단순 만족 표현 등)."
"511","987195ce-9ffc-4476-9d53-2c1d29ed9d5f","2023-08-10","5","용돈을 벌수도있고 편하게 사용도되고 좋아요","6366fb28aea8","","1","","","0","0","0","0","0","0","0","","","","","6개 항목 어디에도 해당하지 않음 (기능 요청·오류 신고·단순 만족 표현 등)."
"512","ac7f152b-b469-4f7e-ae99-448fbd1b7e71","2023-08-10","5","돈을벌수있어서좋아요","332ab48c2f2e","23.8.0","1","","","0","0","0","0","0","0","0","","","","","6개 항목 어디에도 해당하지 않음 (기능 요청·오류 신고·단순 만족 표현 등)."
"513","b9bc1483-461c-4890-8793-3e2c953ff825","2023-08-10","5","아이가 꾸준히 퀴즈를 풀며 차곡차곡 모으고 소비하고 있습니다. 용돈 관리가 매우 용이 합니다.","8ca67001e686","23.8.0","1","","","0","0","0","0","1","0","0","긍정","","아이의_학습_지속_흥미_이용의욕","아이가 꾸준히 퀴즈를 풀며 차곡차곡 모으고 소비하고 있습니다. 용돈 관리가 매우 용이 합니다.","아이의 학습(퀴즈·투자체험) 흥미·지속·의욕을 언급 (긍정)."
"514","6f80e35d-2aeb-47d7-8815-ab3c93fb1692","2023-08-10","5","사소한 경제지식 습득은 물론 용돈은 보너스~~^^ 교통카드 기능도 있어 자주 이용은 않하지만 편리해서 좋습니다.","b7223cff36a8","23.8.0","3","","","0","0","0","0","0","0","1","","","","사소한 경제지식 습득은 물론 용돈은 보너스~~^^ 교통카드 기능도 있어 자주 이용은 않하지만 편리해서 좋습니다.","아이가 경제·금융 지식을 실제로 익혔다는 경험 기반 서술 (핵심 페인포인트에 대한 반증 자료)."
"515","50fc0dbc-8364-4970-a8d2-f10a96af4ecd","2023-08-10","5","아이들이 하루도 빠짐없이 즐겁게 퀴즈풀어요. 어디에 얼마를 썼는지 한눈에 보이니 좋네요.","c08e38595a25","23.8.0","0","","","0","0","0","0","1","0","0","긍정","","아이의_학습_지속_흥미_이용의욕","아이들이 하루도 빠짐없이 즐겁게 퀴즈풀어요. 어디에 얼마를 썼는지 한눈에 보이니 좋네요.","아이의 학습(퀴즈·투자체험) 흥미·지속·의욕을 언급 (긍정)."
"516","b5b8e868-039d-42b0-bd8d-2d7f7f66696d","2023-08-10","5","퍼핀 이 앱 진짜 최고!!!!! 나만의 카드가 생긴 것도 너무 좋고 얼마전까지는 돈을 못 뺐는데 이제는 가능해서 너무 좋아요!!","17a10da05b14","23.8.0","1","","","0","0","0","0","0","0","0","","","","","6개 항목 어디에도 해당하지 않음 (기능 요청·오류 신고·단순 만족 표현 등)."
"517","a2109450-2b8c-4b0b-be5b-0c3ba9671f12","2023-08-10","4","초2아이 드뎌 카드를 만들어 주었습니다. 이제야 알게된 퍼핀카드^^ 용돈관리 시작은 퍼핀으로 시작해보겠습니다.","452a02dc1aca","23.8.0","0","","","0","0","0","0","0","0","0","","","","","6개 항목 어디에도 해당하지 않음 (기능 요청·오류 신고·단순 만족 표현 등)."
"518","bba8a715-64af-49fa-b7bf-06729d89c8bb","2023-08-10","5","아이 이름으로 만들고 사용내역도 아이핸드폰으로 확인가능하니 아이가 잘쓰고있어요~ 용돈퀴즈도 한몫합니다^^","3195ed27b1b7","23.8.0","1","","","0","0","0","0","0","0","0","","","","","6개 항목 어디에도 해당하지 않음 (기능 요청·오류 신고·단순 만족 표현 등)."
"519","e29f2721-56b7-4671-8635-8bc514afe526","2023-08-10","5","굿굿굿 퍼핀쓰니까 좋아짐~","6232f50c9dbf","23.8.0","3","","","0","0","0","0","0","0","0","","","","","6개 항목 어디에도 해당하지 않음 (기능 요청·오류 신고·단순 만족 표현 등)."
"520","8ac06ea7-a87a-4ae8-9e16-94009b4728f6","2023-08-10","5","용돈 버는게 쉽고 재미있는 앱 이예요","e6b865c4dc74","23.8.0","0","","","0","0","0","0","0","0","0","","","","","6개 항목 어디에도 해당하지 않음 (기능 요청·오류 신고·단순 만족 표현 등)."
"521","e4c7779e-40fb-45dc-b027-bedc32fd7dd0","2023-08-10","5","아이가 용돈카드로 잘 사용하고있어요. 실시간 이용위치 금액 알림오니 편해요. 잔액확인도 쉽고 좋아요.","d74276a97d4b","23.7.1","4","","","0","0","0","0","0","0","0","","","","","6개 항목 어디에도 해당하지 않음 (기능 요청·오류 신고·단순 만족 표현 등)."
"522","443cc88c-dc63-43d8-bf44-a7bf0e895800","2023-08-10","5","아이들에게 용돈주기 좋아요^^","0e78bace98da","23.8.0","1","","","0","0","0","0","0","0","0","","","","","6개 항목 어디에도 해당하지 않음 (기능 요청·오류 신고·단순 만족 표현 등)."
"523","a49bb08d-29b4-49b2-acbc-acedcc94a4d8","2023-08-10","5","초등학생에게 가장 좋은 입문카드입니다. 별도의 어려운 절차없이 가입 가능한 것 이 가장 큰 장점 같습니다.","e6b865c4dc74","23.8.0","4","","","0","0","0","0","0","0","0","","","","","6개 항목 어디에도 해당하지 않음 (기능 요청·오류 신고·단순 만족 표현 등)."
"524","7cb1b0f9-3fb8-4d1e-9b67-db0ba6e6e217","2023-08-10","5","스스로 계획적인 소비를 할수있어 좋아요. 잔액도 확인가능하고","adbc432a6278","23.8.0","1","","","0","0","0","0","0","0","0","","","","","6개 항목 어디에도 해당하지 않음 (기능 요청·오류 신고·단순 만족 표현 등)."
"525","6da00fb3-f392-4d87-a5fa-97937eeb54ad","2023-08-10","4","용돈 계약을 하면 한문제당 얻을수 있는 돈을 직접 선택할수 있고요 (부모님) 단점은..개인적으로 용돈이 너무 적다고 생각 합니다..","e32fb95151ec","23.8.0","1","","","0","0","0","0","0","0","0","","","","","6개 항목 어디에도 해당하지 않음 (기능 요청·오류 신고·단순 만족 표현 등)."
"526","eedc755c-6163-4315-bca8-07fe3775ca04","2023-08-10","5","카드신청도 쉽게하고 퀘스트를 하면서 새로운 건물들을 풀게하는 재미도 있고 문제도 좋은 내용만 있고 새로운걸 알수있는 내용도 많아서 강추합니다 직원분들도 친절하신것 같고 너무 좋아요","2ff84810e13c","23.8.0","10","","","0","0","0","0","1","0","1","긍정","","아이의_학습_지속_흥미_이용의욕","…도 쉽게하고 퀘스트를 하면서 새로운 건물들을 풀게하는 재미도 있고 문제도 좋은 내용만 있고 새로운걸 알수있는 내용도 많아서 강추합니다 직원분들도 친절하신것 같고 …","아이의 학습(퀴즈·투자체험) 흥미·지속·의욕을 언급 (긍정)."
"527","1c33c216-da90-477d-9e0b-efc9437425a7","2023-08-10","5","정해진 금액안에서 절제하면서 사용할 수 있고 카드 한장으로 교통카드도 가능하고 매번 현금을 준비하지 않아도 쉽게 용돈을 넣어줄 수 있으니 너무 편합니다 현금을 쓸 때보다 어디에 돈을 썼는지도 쉽고 편하게 알 수 있어서 넘 좋아요","7a73487518b1","23.8.0","5","","","0","0","0","0","0","0","0","","","","","6개 항목 어디에도 해당하지 않음 (기능 요청·오류 신고·단순 만족 표현 등)."
"528","c0bbbfdd-1196-49e3-b6e0-224b97bdd8cf","2023-08-10","5","일단은 카드가 정말 예쁘고 앱으로 잔액을 확인할수있어서 좋았어요 그리고 제가 아는 카드와 달리 문제도 풀어서 최대보상 500원씩 받을수 있어서 좋았어요 이 퍼핀이 저의 첫 카든데 이게 저의 첫카든데 내가 왜 이카드를 이제 썻지? 라는 생각이 들정도로 좋았어요 앱으로 확이도 할수있어서 퍼핀 짱짱!","df64ff5a4b1f","","3","","","0","0","1","0","0","0","0","","","돈이_학습행동의_동기가_된_경험","…확인할수있어서 좋았어요 그리고 제가 아는 카드와 달리 문제도 풀어서 최대보상 500원씩 받을수 있어서 좋았어요 이 퍼핀이 저의 첫 카든데 이게 저의 첫카든데 내가…","퀴즈·문제풀이와 금전 보상을 연결지어 긍정적으로 서술 — 보상이 학습 행동의 이유로 제시됨."
"529","65be22ea-3bb4-4677-9cec-4f8c08b5f09f","2023-08-10","5","편해용","6c23ba6b1648","23.8.0","2","","","0","0","0","0","0","0","0","","","","","6개 항목 어디에도 해당하지 않음 (기능 요청·오류 신고·단순 만족 표현 등)."
"530","0566b566-24a4-484b-bb3b-65b5559051fa","2023-08-10","4","이 앱을 깔기 전에는 용돈이 필요할때 마다 용돈을 받는 거였는데 이 앱을 깔고 나서 용돈을 정기적으로 받을 수 있어서 좋아요. 그리고 경제 퀴즈를 풀어서 부모님이 설정하신 돈을 받을 수 있어서 더 좋은 것 같습니다. 또 단점이 있는데 어디서 산 물건을 공부하는데, 먹는데 등등 나타나는데 가게 이름을 보고 직접 정해주는데 그걸 자신이 선택할 수 있게 하면 좋겠습니다. 많이 추천합니다","5d2f1903e83b","23.8.0","4","","","0","0","1","0","0","0","0","","","돈이_학습행동의_동기가_된_경험","…돈을 정기적으로 받을 수 있어서 좋아요. 그리고 경제 퀴즈를 풀어서 부모님이 설정하신 돈을 받을 수 있어서 더 좋은 것 같습니다. 또 단점이 있는데 어디서 산 물…","퀴즈·문제풀이와 금전 보상을 연결지어 긍정적으로 서술 — 보상이 학습 행동의 이유로 제시됨."
"531","c1b15ae8-1630-4256-bd1c-7434e5150cb1","2023-08-10","4","경제에 훨씬 더 많은 친근감을 느낄 수 있는 좋은앱이다.","e3d0e4cbc1b1","23.8.0","1","","","0","0","0","0","0","0","1","","","","경제에 훨씬 더 많은 친근감을 느낄 수 있는 좋은앱이다.","아이가 경제·금융 지식을 실제로 익혔다는 경험 기반 서술 (핵심 페인포인트에 대한 반증 자료)."
"532","07e031d9-e531-4d01-9846-a6ee5d22e775","2023-08-10","5","아이명의카드 만들어주기도 좋고. 디자인도 예뻐요. 매일 퀴즈를 시키지않아도 꾸준히 풀면서 조금씩 용돈을 모으는일들이 아이에게도 의미가 큰가봐요 거의 빠짐없이 풀어요","b2d83a386f04","23.8.0","4","","","0","0","1","0","1","0","0","긍정","","돈이_학습행동의_동기가_된_경험","…이명의카드 만들어주기도 좋고. 디자인도 예뻐요. 매일 퀴즈를 시키지않아도 꾸준히 풀면서 조금씩 용돈을 모으는일들이 아이에게도 의미가 큰가봐요 거의 빠짐없이 풀어요","퀴즈·문제풀이와 금전 보상을 연결지어 긍정적으로 서술 — 보상이 학습 행동의 이유로 제시됨."
"533","adb702a9-18a1-4f3b-94a4-8b53d87bc0d5","2023-08-10","5","사용할수있는곳이 많음","0decb0d691c5","23.8.0","1","","","0","0","0","0","0","0","0","","","","","6개 항목 어디에도 해당하지 않음 (기능 요청·오류 신고·단순 만족 표현 등)."
"534","aefc9fee-599a-476a-aa45-27f8d434811a","2023-08-10","5","돈을 더욱 잘 관리 할수 있어서 너무 좋아요","665dc28b78ae","23.8.0","1","","","0","0","0","0","0","0","0","","","","","6개 항목 어디에도 해당하지 않음 (기능 요청·오류 신고·단순 만족 표현 등)."
"535","c4970296-7881-488c-ab53-7602ec059148","2023-08-10","5","딸아이가 사용한 장소도 알리미가 와서 용돈 기입장을 안써서 용돈관리 안되는 아이에게 도움이 됩니다.","053c246f616a","23.8.0","1","","","0","0","0","0","0","0","1","","","","딸아이가 사용한 장소도 알리미가 와서 용돈 기입장을 안써서 용돈관리 안되는 아이에게 도움이 됩니다.","아이가 경제·금융 지식을 실제로 익혔다는 경험 기반 서술 (핵심 페인포인트에 대한 반증 자료)."
"536","a3fb0cde-5bbb-4061-8d87-df231ce09018","2023-08-10","5","아이의 소비 패턴을 한눈에 볼수있어서 너무 좋았습니다","6935358dd8ee","23.8.0","0","","","0","0","0","0","0","0","0","","","","","6개 항목 어디에도 해당하지 않음 (기능 요청·오류 신고·단순 만족 표현 등)."
"537","47caaaa7-f01c-4701-804c-e24428053a34","2023-08-10","5","앱버그도 안 뜨고 좋아요!!! 더 좋은거는 카드도생기고 용돈도 받는게 좋아요 안 좋은점없는게 없어서 좋기도 하고ㅎㅎ 월래용돈보다 더 많이받아 친구들과 돈을 많이쓰게되네요ㅎㅎ 보시는분들은 적당하게 쓰는게좋아요!!!","e59ef2001476","","3","","","0","0","0","0","0","0","0","","","","","6개 항목 어디에도 해당하지 않음 (기능 요청·오류 신고·단순 만족 표현 등)."
"538","5a22218c-3f44-4ed4-ba82-8ed9793f67ff","2023-08-10","5","아이들 용돈관리도 쉽고 아이도 제 폰에도 쉽게 볼수있어서 편해요^^","51f5725614c3","23.8.0","0","","","0","0","0","0","0","0","0","","","","","6개 항목 어디에도 해당하지 않음 (기능 요청·오류 신고·단순 만족 표현 등)."
"539","720a6965-824b-4704-a571-935aaf1b90cf","2023-08-09","4","기본용돈외에 학습보상을 따로해서 용돈 가져가는 재미가 있네요. 아들이 좋아해요^^","50a9d14bfab0","23.8.0","0","","","0","0","1","0","1","0","0","긍정","","돈이_학습행동의_동기가_된_경험","기본용돈외에 학습보상을 따로해서 용돈 가져가는 재미가 있네요. 아들이 좋아해요^^","퀴즈·문제풀이와 금전 보상을 연결지어 긍정적으로 서술 — 보상이 학습 행동의 이유로 제시됨."
"540","12576c02-d666-427e-bcdf-919348b66391","2023-08-09","5","교통카드를 쓸수있고,보안시스탬너무좋습니다.그리고이번업데이트정말잘됀것같습니다","5b302ea2e091","23.8.0","3","","","0","0","0","0","0","0","0","","","","","6개 항목 어디에도 해당하지 않음 (기능 요청·오류 신고·단순 만족 표현 등)."
"541","0ccea6a8-9ec5-4560-8947-02d3796de2b0","2023-08-09","5","이벤트도 많이 하고 카드 지출 기록도 볼수 있어서 편해요 !! 그리고 카드 디자인도 무난하게 이쁘고 엄청 잘쓰고 있어요 💗","62a1423acf09","23.8.0","5","","","0","0","0","0","0","0","0","","","","","6개 항목 어디에도 해당하지 않음 (기능 요청·오류 신고·단순 만족 표현 등)."
"542","537e174a-f1b9-4814-a203-3de3b61b4271","2023-08-09","5","아이 용돈카드로 너무 좋아요. 기존에는 제 명의 체크카드를사용하였는데 잔액을 저만 확인할 수 있어 아이가 불편해하여 검색 후 비교해보고 퍼핀으로 결정했어요~ 1.부모,아이도 사용금액 알림 아이 어플에서 사진 첨부로 용돈기입장 꾸미기 기능 같은게 있어요 ㅎ 2. 아이,부모 모두 실시간 잔액확인 가능 3.매일 금융퀴즈 보상(부모가 금액 설정 가능 ,소소하지만 매일매일 차곡차곡 쌓임. 4.그외 용돈 송금하고 메모 남길 수 있는 기능도 전 잘 이용합니다. 5.매월,매주 용돈 주기,금액 설정 가능해서 정말 말그대로 용돈카드입니다. 기능 다 만족하며 잘 쓰고 있습니다. 교통카드만 어플에서 충전 가능하도록 얼른 개서해주세요^^","d58702e002ae","23.8.0","14","","","0","0","1","0","0","0","0","","","돈이_학습행동의_동기가_된_경험","…. 아이,부모 모두 실시간 잔액확인 가능 3.매일 금융퀴즈 보상(부모가 금액 설정 가능 ,소소하지만 매일매일 차곡차곡 쌓임. 4.그외 용돈 송금하고 메모 남길 수…","퀴즈·문제풀이와 금전 보상을 연결지어 긍정적으로 서술 — 보상이 학습 행동의 이유로 제시됨."
"543","e557bf96-7308-44af-a498-f5bbd680bf00","2023-08-09","5","카드 디자인도 예쁘고 월드도 잘돼어있어서 너무 좋은데 퀴즈도 풀고 보너스 용돈도 받을 수 있어서 너무 좋아요! 용돈 앱 사용해본 것중에 제일 좋네요!","317d4b92d3a6","23.8.0","5","","","0","0","1","0","0","0","0","","","돈이_학습행동의_동기가_된_경험","카드 디자인도 예쁘고 월드도 잘돼어있어서 너무 좋은데 퀴즈도 풀고 보너스 용돈도 받을 수 있어서 너무 좋아요! 용돈 앱 사용해본 것중에 제일 좋네요!","퀴즈·문제풀이와 금전 보상을 연결지어 긍정적으로 서술 — 보상이 학습 행동의 이유로 제시됨."
"544","da0345a6-e5af-4509-9b93-cb18dacd1a66","2023-08-09","4","용돈관리허기 너무 좋아요","d6cc918a4132","23.8.0","0","","","0","0","0","0","0","0","0","","","","","6개 항목 어디에도 해당하지 않음 (기능 요청·오류 신고·단순 만족 표현 등)."
"545","1a34590f-2b7d-4b58-aa7f-650d38f33065","2023-08-09","5","편하게 용돈관리 해서 좋고 사용내역 등을 기록할수있어서 편리해요","d4c808983f33","23.8.0","0","","","0","0","0","0","0","0","0","","","","","6개 항목 어디에도 해당하지 않음 (기능 요청·오류 신고·단순 만족 표현 등)."
"546","0314b3af-e6f0-4686-93d8-b17e24464901","2023-08-09","4","편리하고 유영햐요","f1a5d8b6f3c8","23.8.0","0","","","0","0","0","0","0","0","0","","","","","6개 항목 어디에도 해당하지 않음 (기능 요청·오류 신고·단순 만족 표현 등)."
"547","767331a1-c9ac-438d-a0a1-9541537cecb0","2023-08-09","4","현금으로 쓸 때보다 카드로 쓰니 막 쓰지 않게 되어 좋아요.","14b0f6f07663","23.8.0","0","","","0","0","0","0","0","0","0","","","","","6개 항목 어디에도 해당하지 않음 (기능 요청·오류 신고·단순 만족 표현 등)."
"548","8180cdac-ea89-46a3-8986-46738a2f255c","2023-08-09","5","저는 이 어플을 사용하고 카드를 처음 사용해봤는데 너무 편리하고 좋습니다.","c6dbe41d6f11","23.8.0","0","","","0","0","0","0","0","0","0","","","","","6개 항목 어디에도 해당하지 않음 (기능 요청·오류 신고·단순 만족 표현 등)."
"549","c224b8a9-2d3d-4d01-81fe-ec91550e4e50","2023-08-09","5","아이도 부모도 관리하고 편하고 이용하기 좋으네요","97e3cb6a138b","23.8.0","0","","","0","0","0","0","0","0","0","","","","","6개 항목 어디에도 해당하지 않음 (기능 요청·오류 신고·단순 만족 표현 등)."
"550","7b34e21b-b531-4eab-9482-3990dd610a4f","2023-08-09","5","사용하고 있는 학생입니다.퍼핀이라는 앱은 정말 사용하기 좋은것 같네요.퀴즈도있고 경제관념을 알기도 좋은것 같구요 카드도 색이 깔끔한 블랙이라 아주 이쁩니다^^앞으로도 매우 잘 사용 할것 같네요~다른 분들도 사용해보세요!!","ef777e0e0e04","23.7.1","7","","","0","0","0","0","0","0","1","","","","…핀이라는 앱은 정말 사용하기 좋은것 같네요.퀴즈도있고 경제관념을 알기도 좋은것 같구요 카드도 색이 깔끔한 블랙이라 아주 이쁩니다^^앞으로도 매우 잘 사용 할것 같…","아이가 경제·금융 지식을 실제로 익혔다는 경험 기반 서술 (핵심 페인포인트에 대한 반증 자료)."
